"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","3527","362","2344","345","2344","345","2260","343","84","53","0","13","1183","238",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","1447","192","964","136","964","136","899","139","65","39","0","13","483","116",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","2154","222","1359","163","1359","163","1197","139","162","73","0","13","795","155",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","2159","229","1560","221","1560","221","1456","215","104","48","0","13","599","109",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","3155","308","1817","215","1817","215","1656","202","161","87","0","13","1338","239",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2203","270","1506","204","1506","204","1298","152","208","124","0","13","697","173",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","2845","352","1886","321","1886","321","1691","308","195","82","0","13","959","217",
"1400000US13013180204","Census Tract 1802.04, Barrow County, Georgia","2163","270","1285","224","1285","224","1130","196","155","72","0","13","878","189",
"1400000US13013180205","Census Tract 1802.05, Barrow County, Georgia","3223","302","1932","267","1932","267","1674","259","258","119","0","13","1291","217",
"1400000US13013180206","Census Tract 1802.06, Barrow County, Georgia","2361","300","1448","204","1448","204","1384","197","64","51","0","13","913","239",
"1400000US13013180301","Census Tract 1803.01, Barrow County, Georgia","1811","165","1205","129","1205","129","1138","127","67","35","0","13","606","88",
"1400000US13013180302","Census Tract 1803.02, Barrow County, Georgia","4185","363","2330","262","2330","262","2244","257","86","65","0","18","1855","286",
"1400000US13013180303","Census Tract 1803.03, Barrow County, Georgia","3617","345","2091","263","2091","263","1899","231","192","93","0","13","1526","275",
"1400000US13013180401","Census Tract 1804.01, Barrow County, Georgia","4129","301","2786","258","2786","258","2442","225","344","157","0","18","1343","201",
"1400000US13013180402","Census Tract 1804.02, Barrow County, Georgia","5066","553","3516","498","3516","498","3207","465","309","127","0","18","1550","306",
"1400000US13013180501","Census Tract 1805.01, Barrow County, Georgia","4116","361","2664","314","2664","314","2416","266","248","109","0","18","1452","282",
"1400000US13013180502","Census Tract 1805.02, Barrow County, Georgia","3721","368","2436","282","2436","282","2220","265","216","123","0","13","1285","206",
"1400000US13013180503","Census Tract 1805.03, Barrow County, Georgia","3700","399","2526","302","2526","302","2379","306","147","73","0","13","1174","224",
"1400000US13015960101","Census Tract 9601.01, Bartow County, Georgia","1288","123","886","120","886","120","810","126","76","52","0","13","402","103",
"1400000US13015960102","Census Tract 9601.02, Bartow County, Georgia","8000","614","5173","441","5173","441","4907","408","266","111","0","20","2827","479",
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","8707","694","5228","589","5228","589","4885","612","343","182","0","20","3479","563",
"1400000US13015960300","Census Tract 9603, Bartow County, Georgia","5387","441","3310","374","3310","374","3119","386","191","121","0","18","2077","289",
"1400000US13015960401","Census Tract 9604.01, Bartow County, Georgia","7788","749","5257","581","5257","581","4936","541","321","184","0","20","2531","470",
"1400000US13015960402","Census Tract 9604.02, Bartow County, Georgia","6839","600","3949","497","3949","497","3632","449","317","168","0","18","2890","443",
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","5964","509","3685","424","3685","424","3240","449","445","183","0","18","2279","431",
"1400000US13015960600","Census Tract 9606, Bartow County, Georgia","6858","561","4227","432","4185","433","3818","421","367","159","42","62","2631","373",
"1400000US13015960700","Census Tract 9607, Bartow County, Georgia","5730","557","3599","493","3567","486","3305","439","262","180","32","49","2131","395",
"1400000US13015960801","Census Tract 9608.01, Bartow County, Georgia","2741","319","1785","273","1785","273","1602","224","183","130","0","13","956","161",
"1400000US13015960802","Census Tract 9608.02, Bartow County, Georgia","2225","259","1227","190","1227","190","1086","189","141","98","0","13","998","178",
"1400000US13015960803","Census Tract 9608.03, Bartow County, Georgia","4230","320","2522","278","2522","278","2182","243","340","130","0","18","1708","197",
"1400000US13015960901","Census Tract 9609.01, Bartow County, Georgia","2386","247","1411","221","1411","221","1281","199","130","74","0","13","975","160",
"1400000US13015960902","Census Tract 9609.02, Bartow County, Georgia","5073","359","3142","374","3142","374","2859","385","283","161","0","18","1931","260",
"1400000US13015961000","Census Tract 9610, Bartow County, Georgia","5883","508","3669","485","3656","491","3573","486","83","53","13","22","2214","347",
"1400000US13017960100","Census Tract 9601, Ben Hill County, Georgia","1989","246","1019","174","1012","173","935","162","77","36","7","12","970","186",
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1235","145","629","143","629","143","602","140","27","18","0","13","606","92",
"1400000US13017960300","Census Tract 9603, Ben Hill County, Georgia","2596","335","1310","274","1310","274","1257","258","53","49","0","13","1286","228",
"1400000US13017960400","Census Tract 9604, Ben Hill County, Georgia","2843","308","1437","192","1437","192","1215","223","222","118","0","13","1406","280",
"1400000US13017960500","Census Tract 9605, Ben Hill County, Georgia","4733","423","1716","265","1716","265","1621","252","95","90","0","18","3017","390",
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1462","156","697","105","697","105","653","107","44","31","0","13","765","140",
"1400000US13019970200","Census Tract 9702, Berrien County, Georgia","3104","245","1646","234","1646","234","1453","225","193","105","0","13","1458","240",
"1400000US13019970300","Census Tract 9703, Berrien County, Georgia","2360","282","1196","215","1159","197","1033","178","126","88","37","50","1164","185",
"1400000US13019970400","Census Tract 9704, Berrien County, Georgia","2380","244","1071","230","1060","231","904","200","156","101","11","14","1309","229",
"1400000US13019970500","Census Tract 9705, Berrien County, Georgia","2857","284","1590","262","1590","262","1440","250","150","95","0","13","1267","211",
"1400000US13019970600","Census Tract 9706, Berrien County, Georgia","2783","226","1553","192","1489","187","1361","181","128","62","64","32","1230","199",
"1400000US13021010100","Census Tract 101, Bibb County, Georgia","1050","153","518","119","518","119","436","106","82","58","0","13","532","135",
"1400000US13021010200","Census Tract 102, Bibb County, Georgia","1523","212","815","194","815","194","749","174","66","57","0","13","708","128",
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","622","133","323","92","323","92","282","74","41","34","0","13","299","77",
"1400000US13021010400","Census Tract 104, Bibb County, Georgia","1667","269","794","179","794","179","611","152","183","73","0","13","873","169",
"1400000US13021010500","Census Tract 105, Bibb County, Georgia","3024","365","1172","267","1162","271","973","248","189","78","10","15","1852","234",
"1400000US13021010800","Census Tract 108, Bibb County, Georgia","1295","181","927","154","927","154","903","154","24","17","0","13","368","118",
"1400000US13021011000","Census Tract 110, Bibb County, Georgia","3219","514","1810","397","1804","398","1619","374","185","130","6","13","1409","362",
"1400000US13021011100","Census Tract 111, Bibb County, Georgia","1524","199","730","162","730","162","512","131","218","89","0","13","794","130",
"1400000US13021011500","Census Tract 115, Bibb County, Georgia","977","139","334","102","334","102","208","64","126","74","0","13","643","108",
"1400000US13021011701","Census Tract 117.01, Bibb County, Georgia","1887","161","1274","157","1269","158","1136","129","133","70","5","7","613","120",
"1400000US13021011702","Census Tract 117.02, Bibb County, Georgia","3319","313","1689","253","1689","253","1493","257","196","91","0","13","1630","192",
"1400000US13021011800","Census Tract 118, Bibb County, Georgia","2703","236","1567","223","1567","223","1456","200","111","82","0","13","1136","162",
"1400000US13021011900","Census Tract 119, Bibb County, Georgia","1459","237","952","240","952","240","869","237","83","52","0","13","507","130",
"1400000US13021012000","Census Tract 120, Bibb County, Georgia","3727","378","2355","312","2355","312","2274","313","81","74","0","13","1372","173",
"1400000US13021012101","Census Tract 121.01, Bibb County, Georgia","1841","219","1045","152","1045","152","1029","150","16","21","0","13","796","168",
"1400000US13021012102","Census Tract 121.02, Bibb County, Georgia","4173","434","2609","397","2609","397","2474","390","135","80","0","18","1564","299",
"1400000US13021012200","Census Tract 122, Bibb County, Georgia","1739","228","973","186","973","186","760","138","213","102","0","13","766","189",
"1400000US13021012300","Census Tract 123, Bibb County, Georgia","2014","295","1023","195","1023","195","769","171","254","108","0","13","991","218",
"1400000US13021012400","Census Tract 124, Bibb County, Georgia","3395","350","1875","307","1875","307","1431","250","444","184","0","13","1520","261",
"1400000US13021012500","Census Tract 125, Bibb County, Georgia","2366","306","1155","219","1155","219","917","191","238","107","0","13","1211","209",
"1400000US13021012600","Census Tract 126, Bibb County, Georgia","3254","322","1806","289","1791","287","1323","248","468","149","15","21","1448","215",
"1400000US13021012700","Census Tract 127, Bibb County, Georgia","1454","185","605","131","605","131","444","110","161","83","0","13","849","154",
"1400000US13021012800","Census Tract 128, Bibb County, Georgia","2505","408","1508","332","1508","332","1105","272","403","164","0","13","997","292",
"1400000US13021012900","Census Tract 129, Bibb County, Georgia","1377","203","684","127","684","127","513","115","171","87","0","13","693","156",
"1400000US13021013101","Census Tract 131.01, Bibb County, Georgia","3518","397","1844","249","1844","249","1594","222","250","132","0","18","1674","313",
"1400000US13021013102","Census Tract 131.02, Bibb County, Georgia","3240","407","1834","347","1834","347","1432","257","402","244","0","13","1406","331",
"1400000US13021013201","Census Tract 132.01, Bibb County, Georgia","4364","493","2626","426","2626","426","2256","414","370","178","0","18","1738","327",
"1400000US13021013202","Census Tract 132.02, Bibb County, Georgia","2083","356","1047","187","1047","187","988","182","59","53","0","13","1036","303",
"1400000US13021013302","Census Tract 133.02, Bibb County, Georgia","3305","335","1947","279","1947","279","1663","265","284","130","0","13","1358","226",
"1400000US13021013407","Census Tract 134.07, Bibb County, Georgia","4357","484","2481","312","2481","312","2366","309","115","69","0","18","1876","368",
"1400000US13021013408","Census Tract 134.08, Bibb County, Georgia","3317","227","2446","224","2436","224","2278","234","158","114","10","17","871","122",
"1400000US13021013409","Census Tract 134.09, Bibb County, Georgia","3105","328","2085","293","2085","293","1922","288","163","100","0","13","1020","190",
"1400000US13021013410","Census Tract 134.10, Bibb County, Georgia","4801","403","2728","365","2728","365","2703","364","25","28","0","18","2073","329",
"1400000US13021013411","Census Tract 134.11, Bibb County, Georgia","3275","353","2442","317","2422","308","2380","308","42","34","20","33","833","193",
"1400000US13021013502","Census Tract 135.02, Bibb County, Georgia","1160","168","620","102","620","102","566","96","54","40","0","13","540","121",
"1400000US13021013503","Census Tract 135.03, Bibb County, Georgia","1991","253","1350","271","1350","271","1294","256","56","40","0","13","641","104",
"1400000US13021013504","Census Tract 135.04, Bibb County, Georgia","6733","473","4234","413","4234","413","3744","362","490","325","0","18","2499","393",
"1400000US13021013603","Census Tract 136.03, Bibb County, Georgia","3495","436","1511","288","1501","289","1437","278","64","55","10","17","1984","269",
"1400000US13021013604","Census Tract 136.04, Bibb County, Georgia","4017","340","2345","327","2345","327","2139","295","206","156","0","18","1672","223",
"1400000US13021013605","Census Tract 136.05, Bibb County, Georgia","4125","495","2858","462","2858","462","2607","373","251","142","0","13","1267","266",
"1400000US13021013606","Census Tract 136.06, Bibb County, Georgia","5132","497","3224","427","3224","427","3129","410","95","71","0","18","1908","338",
"1400000US13021013700","Census Tract 137, Bibb County, Georgia","2795","279","799","176","769","172","713","169","56","41","30","35","1996","239",
"1400000US13021013800","Census Tract 138, Bibb County, Georgia","1372","208","720","162","720","162","486","143","234","88","0","13","652","150",
"1400000US13021013900","Census Tract 139, Bibb County, Georgia","1551","240","619","145","619","145","494","119","125","76","0","13","932","158",
"1400000US13023790100","Census Tract 7901, Bleckley County, Georgia","3684","236","1830","225","1830","225","1747","228","83","55","0","13","1854","277",
"1400000US13023790200","Census Tract 7902, Bleckley County, Georgia","1950","251","774","178","774","178","712","171","62","64","0","13","1176","215",
"1400000US13023790300","Census Tract 7903, Bleckley County, Georgia","4691","293","1893","218","1893","218","1742","207","151","72","0","18","2798","287",
"1400000US13025960100","Census Tract 9601, Brantley County, Georgia","5319","490","2925","327","2925","327","2553","335","372","202","0","18","2394","337",
"1400000US13025960200","Census Tract 9602, Brantley County, Georgia","4917","473","2029","340","2029","340","1814","327","215","109","0","18","2888","350",
"1400000US13025960300","Census Tract 9603, Brantley County, Georgia","3935","301","2246","335","2246","335","2174","327","72","60","0","18","1689","303",
"1400000US13027960200","Census Tract 9602, Brooks County, Georgia","1277","138","732","105","732","105","674","103","58","42","0","13","545","93",
"1400000US13027960300","Census Tract 9603, Brooks County, Georgia","4541","284","2651","272","2651","272","2276","257","375","133","0","18","1890","256",
"1400000US13027960400","Census Tract 9604, Brooks County, Georgia","2661","228","1447","195","1447","195","1215","180","232","87","0","13","1214","150",
"1400000US13027960500","Census Tract 9605, Brooks County, Georgia","2242","221","1066","167","1055","168","688","138","367","103","11","18","1176","186",
"1400000US13027960600","Census Tract 9606, Brooks County, Georgia","1930","252","1205","233","1205","233","984","224","221","118","0","13","725","135",
"1400000US13029920101","Census Tract 9201.01, Bryan County, Georgia","3870","344","2248","309","2240","310","1920","278","320","130","8","14","1622","285",
"1400000US13029920102","Census Tract 9201.02, Bryan County, Georgia","3830","369","2440","341","2420","341","2146","298","274","152","20","19","1390","244",
"1400000US13029920301","Census Tract 9203.01, Bryan County, Georgia","1615","141","1092","139","1049","135","927","118","122","55","43","29","523","104",
"1400000US13029920303","Census Tract 9203.03, Bryan County, Georgia","4499","365","3265","330","3012","290","2744","256","268","139","253","107","1234","289",
"1400000US13029920305","Census Tract 9203.05, Bryan County, Georgia","3336","236","2371","217","2273","225","2162","217","111","69","98","51","965","152",
"1400000US13029920306","Census Tract 9203.06, Bryan County, Georgia","8168","433","5854","410","5516","410","5082","387","434","179","338","160","2314","358",
"1400000US13029980000","Census Tract 9800, Bryan County, Georgia","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13031110100","Census Tract 1101, Bulloch County, Georgia","2998","300","1741","270","1741","270","1587","251","154","73","0","13","1257","193",
"1400000US13031110200","Census Tract 1102, Bulloch County, Georgia","6307","420","3946","377","3946","377","3826","396","120","92","0","18","2361","338",
"1400000US13031110300","Census Tract 1103, Bulloch County, Georgia","6005","421","3715","370","3715","370","3594","340","121","89","0","18","2290","341",
"1400000US13031110401","Census Tract 1104.01, Bulloch County, Georgia","2841","298","1755","238","1739","234","1545","209","194","101","16","20","1086","219",
"1400000US13031110403","Census Tract 1104.03, Bulloch County, Georgia","6726","654","4417","546","4417","546","3810","509","607","261","0","18","2309","520",
"1400000US13031110404","Census Tract 1104.04, Bulloch County, Georgia","7362","942","2458","450","2458","450","1876","414","582","181","0","18","4904","780",
"1400000US13031110500","Census Tract 1105, Bulloch County, Georgia","3985","324","2318","298","2318","298","2055","309","263","109","0","13","1667","254",
"1400000US13031110601","Census Tract 1106.01, Bulloch County, Georgia","5501","367","3526","375","3511","371","3372","379","139","87","15","24","1975","358",
"1400000US13031110602","Census Tract 1106.02, Bulloch County, Georgia","3072","327","2137","282","2119","281","1894","267","225","121","18","20","935","193",
"1400000US13031110700","Census Tract 1107, Bulloch County, Georgia","7826","599","5056","533","5038","524","4610","488","428","218","18","28","2770","461",
"1400000US13031110800","Census Tract 1108, Bulloch County, Georgia","1853","225","1172","180","1166","180","1037","166","129","67","6","8","681","146",
"1400000US13031110900","Census Tract 1109, Bulloch County, Georgia","5671","605","3180","433","3180","433","2707","360","473","200","0","18","2491","427",
"1400000US13033950100","Census Tract 9501, Burke County, Georgia","4304","401","2504","340","2489","341","2313","310","176","142","15","25","1800","296",
"1400000US13033950200","Census Tract 9502, Burke County, Georgia","1903","271","862","208","847","208","759","178","88","60","15","22","1041","226",
"1400000US13033950400","Census Tract 9504, Burke County, Georgia","3542","319","1893","277","1893","277","1732","273","161","103","0","13","1649","235",
"1400000US13033950500","Census Tract 9505, Burke County, Georgia","4111","395","2246","308","2246","308","2203","309","43","45","0","18","1865","262",
"1400000US13033950700","Census Tract 9507, Burke County, Georgia","2194","256","1067","186","1067","186","910","169","157","62","0","13","1127","177",
"1400000US13033950900","Census Tract 9509, Burke County, Georgia","1385","183","744","125","744","125","691","124","53","32","0","13","641","118",
"1400000US13035150100","Census Tract 1501, Butts County, Georgia","6374","397","3876","341","3876","341","3469","330","407","153","0","18","2498","272",
"1400000US13035150200","Census Tract 1502, Butts County, Georgia","6310","428","3447","365","3447","365","3176","376","271","111","0","18","2863","398",
"1400000US13035150300","Census Tract 1503, Butts County, Georgia","6394","333","2176","224","2169","223","2054","225","115","63","7","12","4218","336",
"1400000US13037950100","Census Tract 9501, Calhoun County, Georgia","3145","280","778","242","778","242","716","206","62","49","0","13","2367","155",
"1400000US13037950200","Census Tract 9502, Calhoun County, Georgia","2242","279","1179","220","1179","220","959","176","220","100","0","13","1063","132",
"1400000US13039010100","Census Tract 101, Camden County, Georgia","2323","277","1433","256","1433","256","1243","208","190","102","0","13","890","161",
"1400000US13039010200","Census Tract 102, Camden County, Georgia","4318","396","2479","282","2435","281","2236","261","199","92","44","35","1839","236",
"1400000US13039010301","Census Tract 103.01, Camden County, Georgia","6305","483","4263","423","4041","450","3793","464","248","115","222","130","2042","292",
"1400000US13039010302","Census Tract 103.02, Camden County, Georgia","3596","369","2324","362","2167","345","1904","302","263","109","157","64","1272","180",
"1400000US13039010401","Census Tract 104.01, Camden County, Georgia","8664","506","6543","523","5557","469","5174","505","383","205","986","344","2121","312",
"1400000US13039010402","Census Tract 104.02, Camden County, Georgia","4139","303","2568","304","2404","320","2293","320","111","57","164","84","1571","241",
"1400000US13039010403","Census Tract 104.03, Camden County, Georgia","3169","233","1865","218","1745","239","1512","202","233","118","120","64","1304","181",
"1400000US13039010500","Census Tract 105, Camden County, Georgia","2388","291","1917","236","457","125","387","109","70","45","1460","225","471","149",
"1400000US13039010601","Census Tract 106.01, Camden County, Georgia","4538","452","2436","332","2282","331","1967","331","315","159","154","99","2102","406",
"1400000US13039010602","Census Tract 106.02, Camden County, Georgia","839","136","487","102","475","101","356","86","119","78","12","14","352","79",
"1400000US13039990000","Census Tract 9900, Camden County, Georgia","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US13043950100","Census Tract 9501, Candler County, Georgia","3627","275","2036","211","2036","211","1882","201","154","73","0","13","1591","236",
"1400000US13043950200","Census Tract 9502, Candler County, Georgia","2931","247","1557","218","1557","218","1464","213","93","53","0","13","1374","245",
"1400000US13043950300","Census Tract 9503, Candler County, Georgia","1929","216","1038","148","1034","148","953","141","81","47","4","7","891","161",
"1400000US13045910101","Census Tract 9101.01, Carroll County, Georgia","4662","411","3047","361","3047","361","2634","336","413","183","0","18","1615","274",
"1400000US13045910103","Census Tract 9101.03, Carroll County, Georgia","3612","255","2355","255","2355","255","2144","234","211","96","0","13","1257","207",
"1400000US13045910104","Census Tract 9101.04, Carroll County, Georgia","7441","605","5202","608","5202","608","4727","567","475","181","0","20","2239","402",
"1400000US13045910200","Census Tract 9102, Carroll County, Georgia","9640","905","5763","717","5763","717","4956","624","807","373","0","20","3877","700",
"1400000US13045910300","Census Tract 9103, Carroll County, Georgia","4665","393","2771","389","2771","389","2434","369","337","130","0","18","1894","251",
"1400000US13045910400","Census Tract 9104, Carroll County, Georgia","2715","267","1474","207","1464","210","1233","176","231","97","10","17","1241","180",
"1400000US13045910501","Census Tract 9105.01, Carroll County, Georgia","7400","560","4536","485","4536","485","3769","415","767","208","0","18","2864","348",
"1400000US13045910502","Census Tract 9105.02, Carroll County, Georgia","2468","393","1710","347","1710","347","1414","305","296","157","0","13","758","182",
"1400000US13045910600","Census Tract 9106, Carroll County, Georgia","4619","414","3099","425","3099","425","2967","409","132","84","0","18","1520","311",
"1400000US13045910701","Census Tract 9107.01, Carroll County, Georgia","7439","606","4200","526","4169","531","3830","506","339","176","31","48","3239","488",
"1400000US13045910702","Census Tract 9107.02, Carroll County, Georgia","6195","491","3537","444","3526","441","3141","384","385","195","11","18","2658","280",
"1400000US13045910703","Census Tract 9107.03, Carroll County, Georgia","6727","690","3711","491","3711","491","3284","470","427","206","0","18","3016","441",
"1400000US13045910800","Census Tract 9108, Carroll County, Georgia","3344","343","1922","227","1922","227","1713","233","209","79","0","13","1422","257",
"1400000US13045910900","Census Tract 9109, Carroll County, Georgia","3137","236","1891","188","1891","188","1686","181","205","88","0","13","1246","163",
"1400000US13045911000","Census Tract 9110, Carroll County, Georgia","4820","657","3039","504","3039","504","2883","480","156","122","0","18","1781","295",
"1400000US13045911100","Census Tract 9111, Carroll County, Georgia","5878","605","3413","556","3413","556","3107","491","306","180","0","18","2465","380",
"1400000US13045911200","Census Tract 9112, Carroll County, Georgia","4438","392","2654","357","2654","357","2488","335","166","83","0","18","1784","231",
"1400000US13047030100","Census Tract 301, Catoosa County, Georgia","5062","416","3073","356","3060","357","2793","355","267","126","13","7","1989","302",
"1400000US13047030201","Census Tract 302.01, Catoosa County, Georgia","3891","289","2265","264","2265","264","2114","277","151","123","0","13","1626","205",
"1400000US13047030202","Census Tract 302.02, Catoosa County, Georgia","5245","331","3373","337","3373","337","3227","349","146","91","0","18","1872","293",
"1400000US13047030301","Census Tract 303.01, Catoosa County, Georgia","5931","435","4169","349","4169","349","3963","328","206","144","0","18","1762","298",
"1400000US13047030303","Census Tract 303.03, Catoosa County, Georgia","2603","262","1868","247","1868","247","1702","232","166","85","0","13","735","162",
"1400000US13047030304","Census Tract 303.04, Catoosa County, Georgia","2830","241","1829","168","1829","168","1705","184","124","75","0","13","1001","191",
"1400000US13047030401","Census Tract 304.01, Catoosa County, Georgia","5318","392","3426","374","3426","374","3308","372","118","80","0","18","1892","230",
"1400000US13047030402","Census Tract 304.02, Catoosa County, Georgia","5246","448","3581","477","3581","477","2980","363","601","310","0","18","1665","285",
"1400000US13047030500","Census Tract 305, Catoosa County, Georgia","4798","431","2823","360","2823","360","2627","383","196","126","0","18","1975","341",
"1400000US13047030600","Census Tract 306, Catoosa County, Georgia","4584","487","2792","461","2792","461","2602","428","190","164","0","18","1792","313",
"1400000US13047030700","Census Tract 307, Catoosa County, Georgia","6490","472","4144","412","4144","412","3894","411","250","122","0","18","2346","356",
"1400000US13049010100","Census Tract 101, Charlton County, Georgia","8109","326","3871","495","3871","495","3396","442","475","202","0","18","4238","487",
"1400000US13049010200","Census Tract 102, Charlton County, Georgia","2597","301","1460","288","1460","288","1294","284","166","72","0","13","1137","292",
"1400000US13051000100","Census Tract 1, Chatham County, Georgia","1373","191","524","135","524","135","329","96","195","66","0","13","849","165",
"1400000US13051000300","Census Tract 3, Chatham County, Georgia","1510","206","817","137","802","138","744","135","58","42","15","14","693","182",
"1400000US13051000601","Census Tract 6.01, Chatham County, Georgia","4068","480","1763","342","1763","342","1393","306","370","166","0","13","2305","301",
"1400000US13051000900","Census Tract 9, Chatham County, Georgia","1064","130","461","87","447","85","414","79","33","26","14","11","603","105",
"1400000US13051001100","Census Tract 11, Chatham County, Georgia","1553","183","1077","148","1058","150","919","156","139","57","19","18","476","90",
"1400000US13051001200","Census Tract 12, Chatham County, Georgia","1081","131","763","129","763","129","583","129","180","62","0","13","318","61",
"1400000US13051001500","Census Tract 15, Chatham County, Georgia","1179","155","667","143","667","143","629","139","38","23","0","13","512","120",
"1400000US13051002000","Census Tract 20, Chatham County, Georgia","1274","200","792","130","766","128","659","111","107","48","26","29","482","144",
"1400000US13051002100","Census Tract 21, Chatham County, Georgia","2001","264","1331","218","1283","196","1152","183","131","69","48","65","670","139",
"1400000US13051002200","Census Tract 22, Chatham County, Georgia","3234","300","2108","247","2084","240","1902","225","182","99","24","36","1126","207",
"1400000US13051002300","Census Tract 23, Chatham County, Georgia","1578","189","1020","159","1020","159","923","169","97","51","0","13","558","117",
