"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In labor force:","Margin of Error!!Total:!!In labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:","Margin of Error!!Total:!!In labor force:!!Civilian labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Employed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Employed","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Estimate!!Total:!!In labor force:!!Armed Forces","Margin of Error!!Total:!!In labor force:!!Armed Forces","Estimate!!Total:!!Not in labor force","Margin of Error!!Total:!!Not in labor force",
"0400000US13","Georgia","8708339","2706","5554743","13139","5496061","12815","5213857","14154","282204","5251","58682","2191","3153596","12883",
"1400000US13001950100","Census Tract 9501; Appling County; Georgia","2382","338","1418","291","1418","291","1396","290","22","26","0","14","964","258",
"1400000US13001950201","Census Tract 9502.01; Appling County; Georgia","1807","400","1063","271","1063","271","1050","267","13","36","0","14","744","230",
"1400000US13001950202","Census Tract 9502.02; Appling County; Georgia","1745","345","634","181","634","181","579","191","55","65","0","14","1111","275",
"1400000US13001950301","Census Tract 9503.01; Appling County; Georgia","2484","397","1086","248","1060","240","1018","245","42","58","26","44","1398","284",
"1400000US13001950302","Census Tract 9503.02; Appling County; Georgia","1826","327","1027","218","1027","218","930","204","97","76","0","14","799","228",
"1400000US13001950400","Census Tract 9504; Appling County; Georgia","1340","277","763","226","763","226","763","226","0","14","0","14","577","123",
"1400000US13001950500","Census Tract 9505; Appling County; Georgia","2929","353","1927","307","1927","307","1908","308","19","39","0","14","1002","264",
"1400000US13003960100","Census Tract 9601; Atkinson County; Georgia","1455","285","665","190","665","190","659","189","6","11","0","14","790","219",
"1400000US13003960200","Census Tract 9602; Atkinson County; Georgia","3599","308","2174","252","2174","252","1998","248","176","98","0","14","1425","226",
"1400000US13003960300","Census Tract 9603; Atkinson County; Georgia","1375","244","966","231","966","231","966","231","0","14","0","14","409","106",
"1400000US13005970100","Census Tract 9701; Bacon County; Georgia","2187","304","1260","267","1241","263","1234","263","7","12","19","39","927","198",
