"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In labor force:","Margin of Error!!Total:!!In labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:","Margin of Error!!Total:!!In labor force:!!Civilian labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Employed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Employed","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Estimate!!Total:!!In labor force:!!Armed Forces","Margin of Error!!Total:!!In labor force:!!Armed Forces","Estimate!!Total:!!Not in labor force","Margin of Error!!Total:!!Not in labor force",
"0400000US13","Georgia","8296817","3182","5254983","11733","5201775","11822","4910269","11947","291506","5161","53208","1934","3041834","11640",
"1400000US13001950100","Census Tract 9501, Appling County, Georgia","2584","372","1606","308","1606","308","1548","290","58","55","0","14","978","246",
"1400000US13001950201","Census Tract 9502.01, Appling County, Georgia","1969","372","1201","300","1201","300","1190","300","11","19","0","14","768","196",
"1400000US13001950202","Census Tract 9502.02, Appling County, Georgia","1970","293","739","181","726","180","664","175","62","60","13","25","1231","222",
"1400000US13001950301","Census Tract 9503.01, Appling County, Georgia","2113","340","1092","292","1092","292","1064","293","28","40","0","14","1021","220",
"1400000US13001950302","Census Tract 9503.02, Appling County, Georgia","1320","262","726","208","726","208","675","204","51","48","0","14","594","204",
"1400000US13001950400","Census Tract 9504, Appling County, Georgia","1551","306","934","283","934","283","885","278","49","59","0","14","617","128",
"1400000US13001950500","Census Tract 9505, Appling County, Georgia","2793","380","1577","333","1577","333","1537","326","40","30","0","14","1216","240",
"1400000US13003960100","Census Tract 9601, Atkinson County, Georgia","1918","227","928","165","928","165","858","172","70","45","0","14","990","213",
"1400000US13003960200","Census Tract 9602, Atkinson County, Georgia","3361","274","2142","257","2142","257","1985","250","157","68","0","14","1219","239",
"1400000US13003960300","Census Tract 9603, Atkinson County, Georgia","1061","213","644","163","644","163","632","163","12","16","0","14","417","118",
"1400000US13005970100","Census Tract 9701, Bacon County, Georgia","2319","357","1389","294","1389","294","1384","294","5","11","0","14","930","215",
"1400000US13005970201","Census Tract 9702.01, Bacon County, Georgia","2921","344","1676","295","1676","295","1533","279","143","103","0","14","1245","237",
"1400000US13005970202","Census Tract 9702.02, Bacon County, Georgia","3310","332","1232","249","1232","249","1195","239","37","49","0","14","2078","261",
"1400000US13007960100","Census Tract 9601, Baker County, Georgia","1664","187","867","175","867","175","787","187","80","65","0","14","797","140",
"1400000US13007960200","Census Tract 9602, Baker County, Georgia","969","187","323","110","323","110","236","96","87","50","0","14","646","153",
"1400000US13009970101","Census Tract 9701.01, Baldwin County, Georgia","1709","304","1057","194","1057","194","1048","192","9","16","0","14","652","212",
"1400000US13009970102","Census Tract 9701.02, Baldwin County, Georgia","2414","395","1613","311","1613","311","1613","311","0","14","0","14","801","227",
"1400000US13009970201","Census Tract 9702.01, Baldwin County, Georgia","2810","665","1498","352","1498","352","1364","338","134","100","0","14","1312","436",
"1400000US13009970202","Census Tract 9702.02, Baldwin County, Georgia","2655","385","1675","363","1675","363","1547","362","128","100","0","14","980","188",
"1400000US13009970301","Census Tract 9703.01, Baldwin County, Georgia","1959","310","1297","244","1297","244","1275","243","22","34","0","14","662","219",
"1400000US13009970302","Census Tract 9703.02, Baldwin County, Georgia","2893","455","1765","368","1765","368","1526","323","239","183","0","14","1128","242",
"1400000US13009970400","Census Tract 9704, Baldwin County, Georgia","3848","641","2278","457","2278","457","2094","451","184","106","0","14","1570","360",
"1400000US13009970501","Census Tract 9705.01, Baldwin County, Georgia","3638","480","1747","366","1747","366","1486","320","261","166","0","14","1891","385",
"1400000US13009970502","Census Tract 9705.02, Baldwin County, Georgia","2653","325","1451","221","1451","221","1329","204","122","81","0","14","1202","278",
"1400000US13009970600","Census Tract 9706, Baldwin County, Georgia","2813","440","1297","309","1297","309","1156","315","141","108","0","14","1516","297",
"1400000US13009970701","Census Tract 9707.01, Baldwin County, Georgia","1669","320","629","120","612","126","540","109","72","49","17","34","1040","311",
"1400000US13009970702","Census Tract 9707.02, Baldwin County, Georgia","1884","519","1086","394","1086","394","974","380","112","85","0","14","798","226",
"1400000US13009970801","Census Tract 9708.01, Baldwin County, Georgia","2867","639","1307","319","1307","319","1307","319","0","14","0","14","1560","548",
"1400000US13009970802","Census Tract 9708.02, Baldwin County, Georgia","3861","491","1232","366","1232","366","1190","370","42","39","0","14","2629","586",
"1400000US13011970100","Census Tract 9701, Banks County, Georgia","4346","454","2399","300","2381","296","2313","298","68","53","18","27","1947","357",
"1400000US13011970200","Census Tract 9702, Banks County, Georgia","3877","363","2237","310","2237","310","2144","283","93","57","0","14","1640","229",
"1400000US13011970300","Census Tract 9703, Banks County, Georgia","3988","464","2177","340","2177","340","2081","348","96","69","0","14","1811","316",
"1400000US13011970400","Census Tract 9704, Banks County, Georgia","2954","419","1591","275","1591","275","1535","273","56","40","0","14","1363","253",
"1400000US13013180103","Census Tract 1801.03, Barrow County, Georgia","4513","521","2857","403","2857","403","2705","373","152","130","0","20","1656","269",
"1400000US13013180104","Census Tract 1801.04, Barrow County, Georgia","1854","301","1193","236","1193","236","1124","218","69","59","0","14","661","145",
"1400000US13013180105","Census Tract 1801.05, Barrow County, Georgia","2433","320","1545","237","1545","237","1484","231","61","40","0","14","888","162",
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","2054","273","1242","174","1242","174","1204","177","38","28","0","14","812","181",
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","3397","372","2224","332","2224","332","2176","329","48","52","0","14","1173","280",
"1400000US13013180108","Census Tract 1801.08, Barrow County, Georgia","2360","334","1572","271","1572","271","1413","255","159","111","0","14","788","210",
"1400000US13013180203","Census Tract 1802.03, Barrow County, Georgia","2572","435","1713","245","1713","245","1593","240","120","83","0","14","859","260",
